"Niba utazi icyo ijambo risobanura, reba mu nkoranyamagambo. "	"If you don't know what a word means, look up a dictionary."
"Mu gihe nta bimenyetso bihagije, abapolisi ntibashoboraga kumushinja. "	"In the absence of sufficient evidence, the police could not be reached for comment."
Haba hariho imvo yatuma igihano kitagomba gutangwa muriki gihe? 	Is there a reason why punishment should not be imposed today?
Ntabwo byumvikana cyane ko tutemerewe kwicara hano. 	It is not clear that we are not allowed to sit here.
Ntabwo ari ngombwa ko ufata inama ze niba udashaka. 	You don’t have to take his advice if you don’t want to.
Byasaga nkigitekerezo cyiza icyo gihe.	It seemed like a good idea at the time.
Ni ukubera ko atadukunda niyompamvu adashaka gusangira natwe. 	It's because he doesn't love us and he doesn't want to share it with us.
Ntabwo ari uko mukunda cyane ahubwo mbona ari mwiza cyane. 	Not only do you love it but I find it very beautiful.
Shyira mumutuku ikintu cyose utumva kandi ubaze kubijyanye nishuri. 	Reduce anything you don't understand and ask about school.
"Mike na mushiki we barashobora kuvuga igifaransa, ariko ntibashobora kuvuga ikiyapani. "	"Mike and his sister can speak French, but they cannot speak Japanese."
Umukobwa wanjye ntabwo yashyize mu gaciro igihe namusabye gukoresha amafaranga make. 	My daughter was unreasonable when I asked her to spend less money.
"Ibyishimo byumugabo ntibiterwa nibyo afite, ahubwo biterwa nicyo aricyo. "	"The happiness of a man depends not on what he has, but on what he is."
Urashaka cyane ko twatumira karasira mubirori byacu? 	Do you really want us to invite karasira to our party?
"Nkuko bikunze kugaragara ku Banyamerika, ntabwo bita ku mafi mabisi. "	"As is often the case with Americans, they do not care about fresh fishes."
"Ukurikije aho wicaye, ntushobora kubona stade. "	"Depending on where you sit, you can't see the stadium."
"Nubwo nashyizeho umwete, ntabwo raporo izaba iteguye kuwa gatanu. "	"Despite my efforts, the report will not be prepared on Friday."
ibyo yambwiye byose ntago nigeze mbyemera kubera ko numubeshyi.	everything he said to me I never believed because he was a liar.
Urashaka rwose kumenya impamvu ntakoze ibyo wansabye gukora? 	Do you really want to know why I didn't do what you asked me to do?
Ntugire ubwoba. Nzi neza ko hari impamvu yumvikana ituma karasira ataba hano. 	Don't be afraid. I'm sure there is a good reason why the shooter is not here.
Abakoresha ntibasabwa guha abakozi babo ikiruhuko cy’uburwayi. 	Employers are not required to provide sick leave to their employees.
"Abantu bose bishimiye icyo cyemezo, nyamuneka nyamuneka ntutere ubwato"	"Everyone is happy with the decision, please don't drop the boat"
Amategeko ariho ntabwo yita ku moko atandukanye. 	Existing laws do not take into account racial differences.
niba harikintu ufite wavuga ngaho vuga	if you have anything to speak you can say
"Iyo nza kumenya byinshi kumiterere ye, ntabwo nari kumwizera. "	"If I had known more about his character, I would not have believed him."
Ntiyashobora kwihanganira gutekereza ku mbwa ye igurishwa kuri wa mugabo w'umugome. 	He could not bear to think of his dog being sold to the cruel man.
"Ntiyigeze abeshya. Nkukuri, yavuze ukuri kose. "	"He never lied. In fact, he told the whole truth."
Ntabwo ntekereza ko hari umuntu wifuza kureba iyo firime inshuro zirenze imwe. 	I don't think anyone would want to watch that movie more than once.
Ntabwo ntekereza ko ikoranabuhanga riduha ibyo dukeneye byose. 	I don’t think technology provides us with everything we need.
Sinumva uburyo ashobora kuvuga itabi mu kanwa. 	I don't understand how she can smoke in her mouth.
"Nabonye inyandiko yanditse, ariko kuva icyo gihe sinigeze numva icyo yarashatse kuvuga. "	"I saw the written text, but since then I have not heard what he meant."
Ndakeka ko ntacyo byahindura ndamutse ninjiye muri club 	I guess nothing would change if I joined the club
"Nibutse izina rye, sinshobora kumara igihe kinini. "	"if I recognise his name, I can't last long."
"Ntabwo nigeze mfata umwanzuro, ariko nzakumenyesha igihe tuzagendera. "	"I have not yet made up my mind, but I will let you know when we leave."
nkunda kunywa ikinyobwa cya vodka cyane kurusha urwagwa	I like to drink more vodka than wine
Nzi ko mwebwe mutari kuba hano mugihe kirekire. 	I know you wouldn't be here for a long time.
Nababwiye mbere ko ntashishikajwe no gutemberana namwe. 	I told you before that I'm not interested in traveling with you.
Natinyaga ko bitagenda neza kubera konzi neza ko byananiranye. 	I was afraid that it would not work out because I knew for sure that it had failed.
Ntabwo nzashobora kohereza amafaranga asigaye kugeza ku ya mbere yukwezi. 	I will not be able to send the remaining amount until the first of the month.
"Nari kubikubwira mbere, ariko sinatekerezaga ko uzabyumva. "	"I would have told you that before, but I never thought you would."
Ntangiye gutekereza ko ntagomba kuba narinjiye mu gisirikare. 	I began to think that I should not have joined the army.
Ngiye kukubwira ikintu kuri karasira ushobora kuba utazi. 	I'm going to tell you something about karasira that you may not know.
Ngerageza gufasha john kugirango adakora amakosa nkayo ??nakoze. 	I try to help john not to make the same mistakes as I did.
Ntegereje kuva saa kumi n'ebyiri gusa igihe cyanjye ntikiragera. 	I've been waiting since six but my time still not yet.
"Iyo nza gukurikiza inama za karasira, ntabwo nari kugira iki kibazo. "	"If I had followed the advice of the karasira, I would not have had this problem."
"Niba mfite amafaranga, nakwishyura ibyo ngufitiye. "	"If I had the money, I would pay what I owe you."
"Niba hari icyo nkubwiye, uzasezeranya kutazabwira undi muntu? "	"If I tell you something, will you promise not to tell anyone else?"
"Iyo ataba ubufasha bwe, twaba tunaniwe mubucuruzi. "	"Without his help, we would have failed in business."
"Iyo hataba ibizamini, ubuzima bwacu bwishuri bwarushaho kuba bwiza. "	"Without exams, our school life would be better."
"Niba urebye imyaka ye, ntushobora kumushinja ibikorwa bye. "	"If you look at his age, you can't blame him for his actions."
"Niba udafite ikintu cyiza cyo kuvuga, ntukagire icyo uvuga na gato. "	"If you don't have a good word to say, don't say anything."
"Niba udashaka kugenda, bwira karasira ko udashimishijwe nurugendo. "	"If you don't want to go, tell karasira that you're not interested with journey."
Ntabwo bibabaje kuba karasira na Mariya badashobora kubana neza? 	Isn't it sad that karasira and Mary can't live together?
Ntabwo ari imyitwarire myiza guseka umuntu iyo akoze amakosa. 	It is not a good habits to laugh at someone when they make a mistake.
Mugihe ugiye mumahanga niho umenya ukuntu Ubuyapani ari buto. 	It is only when you travel abroad that you realize how small Japan is.
Birasa nkaho igihe atarya ari igihe asinziriye. 	It seems as if the time he is not eating is when he is asleep.
Imvura izaba imaze icyumweru niba idahagaze ejo. 	It would be a week raining if it doesn't stop tomorrow.
Ntabwo bizahindura byinshi waba ugenda uyumunsi cyangwa ejo. 	It won't change much whether you're traveling today or tomorrow.
Byaba byiza utabwiye karasira ibyo Mariya yakoze ejo. 	It would be nice if you don't tell karasira what Mary yesterday.
Ntabwo ari ugukabya kuvuga ko Madamu Smith yashimishijwe na TV. 	It is no exaggeration to say that miss Smith was entertained by TV.
Biratangaje kubona ko ntacyo wigeze wumva mubukwe bwe. 	"Surprisingly, you never heard anything of her wedding."
Imodoka yanjye yamenetse muri iki gitondo kandi ntabwo izasanwa kugeza kuwa gatanu. 	My car broke down this morning and will not be repaired until Friday.
Gushakisha akazi kwanjye biragenda rwose. 	My job search is really going well. 
"Mukuru wanjye yampaye iPhone, ariko sinzi kuyikoresha. "	"My older brother gave me an iPhone, but I don't know how to use it."
"Nubwo byaba bibi gute, ntazapfa azize ubwo bwoko. "	"No matter how bad it is, he will never die of that kind."
"Nubwo nagerageje gute, sinashoboraga kwibuka umutwe windirimbo. "	"No matter how hard I tried, I couldn't remember the title of the song."
Ntamunsi ushira tutumvise ikibazo cyibidukikije. 	Not a day goes by that we don't hear about environmental issues.
"Ntabwo birengagije gusa imyigaragambyo, banabeshye abanyamakuru. "	"Not only did they ignore the protests, they also deceived the journalists."
"Igihe nasubiraga imuhira, sinashoboraga kureka gutekereza ku byabaye. "	"When I returned home, I couldn't help but think of what had happened."
Ikintu ntagomba guhangayikishwa nukubona amazi yo kunywa. 	One thing to keep in mind is to have access to safe drinking water.
Umushinga wacu ntiwigeze uva hasi kugeza yinjiye mu kigo. 	Our project did not go down until it entered the center.
Abantu ntibazi umugisha wubuzima bwiza.	People do not know the blessings of good health.
Aranshinjwa kuba ubuzima bwacu bwubatse butagenda neza. 	He accuses me of living a miserable life.
Afite impungenge kuva amaze amezi menshi atumva umuhungu we. 	She has been worried for months about not hearing from her son.
Rimwe na rimwe ibyo tudakora biba bifite imbaraga nkibyo dukora. 	Sometimes what we don’t do is as powerful as what we do.
marita yampaye igitekerezo cyo guhinga imboga	Martha gave me the idea to grow vegetables
"Iyo mfite migraine, aspirine ntabwo igabanya ububabare kuri njye. "	"When I have a migraine, aspirin does not reduce the pain for me."
mugihe dufite urugendo tuba dushishikajwe no kugenda. 	when we travel we are interested in traveling.
Kuki uhangayikishijwe n'ikintu kidafite akamaro kanini? 	Why worry about something so trivial?
Kuki utajya kuroba natwe muri iyi weekend niba udahuze? 	Why can't you go fishing with us this weekend if you are not busy
"Urashobora kwicuza kubyo wakoze byose, ariko ntacyo bizakumarira."	"You may regret for everything you have done, but it will not work for you right."
Ntushobora kuvuga ko iyo ari gahunda ifite imyumvire iyo ari yo yose. 	You can not say that this is a program that has any meaning.
Ntabwo wagombaga kubwira karasira kubikora. Kubera ko yaba yarabikoze uko byagenda kose. 	You didn't have to tell karasira to do it. Because he would have done it anyway.
ugomba kubaho ufite intego mubuzima bwawe	you have to live with a purpose in your life
Urashobora gusanga bitakoroheye niba udashobora gukoresha interineti. 	You may find it difficult to access the Internet.
Ntushobora rwose kumenya niba ushobora kubikora cyangwa kutabikora kugeza ugerageje. 	You can't really tell if you can do it or not until you try.
Ntugomba guhagarika igihe umuntu avugana nundi muntu. 	You should not interrupt when someone is talking to someone.
Ntabwo wari ukwiye kuvuga amagambo nkubwo waba wararakaye. 	You shouldn't have said things like you were angry.
Ntabwo washobora kubitekerezaho cyane niba ubigizemo uruhare rutaziguye. 	You wouldn't even think about it if you were directly involved.
"Uzagira iyi ndirimbo yanditswe na sasita ejo, sibyo? "	"You will have this song written by noon tomorrow, right?"
"Urimo ubwato butari bwo. Uru ni urugendo rugana Alaska, ntabwo ari Hawaii. "	"You are in the wrong boat. This is a trip to Alaska, not Hawaii."
birashoka ko udakwiriye kumera gutya kuberako ndabona bikunda kukugora buri munsi	you probably don't deserve it because I find it hard to every day
"""Ntabwo twigeze tubonana kuva kuwa mbere ."	We haven't seen each other since monday.
"Inzira iroroshye cyane, kuko udakeneye kubitekerezaho. "	"The process is very simple, because you don't need to think about it."
Umugabo utamarana amasaha icumi numuryango we  ntashobora kuba umugabo nyawe. 	A man who does not spend ten hours with his family cannot be a real man.
"Kubera ko karasira yemeye ko yafashe ruswa, ntiyongeye gutorwa. "	"Because Karasira admitted to taking bribes, he was not re-elected."
Abakora umwuga wo gushaka inyungu ntabwo buri gihe bakina nigihe cyabo. 	Professionals do not always play with their time.
Urashobora kumbwira ukuri ko utazi ko ibi bizaba? 	Can you tell me the truth that you don't know this will happen?
Ntushobora na rimwe kubahiriza igihe? Nategereje hano isaha imwe. 	Can't you keep up the good content? I waited here for an hour.
"Mu kiganiro cyabo, Ngirincuti n'Umuhoza bahuje urugwiro "	"in their conversation, Ngirincuti and Umuhoza were friendly"
Gusa komeza ukore ibyo aribyo byose wakoraga ntacyo bitwaye. 	Just keep doing whatever you were doing no problem.
Ntukumve ko utunguwe cyane. Uzi ko nshobora gukora icyo nshaka gukora. 	Don't be surprised. You know I can do what I want to do.
Ntugahangayikishwe niki kibazo. Undi azabyitaho. 	Don't worry about it. Another will take care of it.
Ntutekereza ko icyuma gikonjesha cyahinduwe hejuru cyane hano? 	Don't you think that the refrigerator has been turned upside down here?
"Nubwo yakoze amakosa menshi, ntiyigeze yicuza. "	"Although he made many mistakes, he never regretted them."
"Nubwo yatumiwe, ntabwo yagiye kureba igikombe cyisi. "	"Despite being invited, he did not go to watch the World Cup."
 Sinshobora kwihanganira uru rusaku ukundi. 	I can't stand this noise anymore.
Ntabwo nshobora kugera kubintu byose hejuru. 	I can't reach everything above.
" Sinshobora gusoma igifaransa, kandi sinshobora kuvuga. "	" I can't read French, and I can't speak."
 Sinshobora kuruhuka iyo mvugana nawe. 	 I can't rest when I talk to you.
 Sinshobora kwibuka amafaranga nayishyuye. 	 I can't remember the money I paid for it.
 Sinshobora kuvuga neza ikibazo icyo ari cyo. 	 I can't say for sure what the problem is.
 Sinshobora kubona ibyiza byo gukora ibyo. 	 I can't see the benefit of doing that.
 Ntabwo nshobora gusangira nawe ayo makuru. 	 I can't share that information with you.
 Sinshobora kuvuga icyongereza uko ashoboye. 	 I can't speak English as much as he can.
" Sinshobora kuvuga Icyongereza, cyane Ikidage. "	" I can't speak English, especially German."
 Sinshobora kukubwira uko ibyo bintera kumva. 	 I can't tell you how that makes me feel.
 S SSinshobora kukubwira ibizaba. 	 S SS I can't tell you what will happen.
 Ntabwo nshobora gutekereza ku kintu nahitamo gukora. 	 I can't think of anything to choose from.
 Sinshobora kumva ijambo uvuga. 	 I can't hear a word you say.
 Sinshobora kumva ibyo wavuze na gato. 	 I can't understand what you said at all.
Ntabwo nashoboraga kuza mubirori byamavuko. 	I could not come to the birthday party.
 Ntabwo nashoboraga kumwemeza amakosa ye. 	 I couldn't convince him of his mistakes.
 Sinashoboraga kurinda amarira mu maso. 	 I couldn't hold back the tears.
 Ntabwo nashoboye kubona indi kopi yigitabo. 	 I couldn't find another copy of the book.
 Ntabwo nashoboraga gukuraho gushidikanya kwanjye. 	 I could not dispel my doubts.
 Ntabwo nashoboye guseka umusatsi we. 	 I couldn't help but laugh at her hair.
 Ntabwo nashoboye kugufasha nubwo nabishakaga. 	 I couldn't help it even though I wanted to.
 Sinigeze nibuka ko nigeze mubona. 	 I don't remember ever seeing her.
 Sinashoboraga kumva ikintu Tom yavuze. 	 I couldn't hear what Tom was saying.
 Sinigeze mbura isakoshi yanjye kugeza ngeze mu rugo. 	 I never lost my bag until I got home.
 Nta ndimi nigeze niga. 	 I never learned any languages.
 Mu byukuri sinifuzaga kujya muri kaminuza. 	 I really didn't want to go to college.
 Ntabwo nasabye Marika kunyigisha igifinilande.	 I did not ask Mark to teach me Finnish.
 Ntabwo nasuzumye neza iyo ngingo. 	 I did not carefully consider that point.
 Ntabwo nari niteze ko Tom agera hano vuba. 	 I was not expecting Tom to get here soon.
 Ntaho nigeze njya mugihe cyibiruhuko. 	 I never went on vacation.
Sinari nzi ko Tom adashobora kuvuga igifaransa. 	Little did I know that Tom could not speak French.
 Sinari nzi ko Tom agiye kuhaba. 	 Little did I know that Tom was going to be there.
 Ntabwo nashakaga ko hagira ikintu na kimwe kibaho. 	 I didn't want anything to happen.
 Sinashakaga kuvuga ko bibaho gutya. 	 I didn't mean to offend you.
 Ntabwo nashakaga kugutera ubwoba. 	 I didn't mean to offend you.
 Ntabwo navuze ko ugiye kubyishimira. 	 I didn't say you were going to enjoy it.
 Sinatekerezaga ko bizabaho vuba. 	 I never thought it would happen soon.
 Sinatekerezaga ko tuzabikora. 	 I didn't think we would do it.
 Sinkunda kuba Mariya atuye wenyine. 	 I don’t like the fact that Mary lives alone.
 Sinumva neza icyo ushaka kuvuga.	 I'm not sure what you mean.
Ntabwo ntekereza ko gahunda yabo izagenda neza. 	I don't think their plan will work out.
 Ntabwo nemeranya na politiki yabo y'ubu.	 I do not agree with their current policy.
 Ntabwo nteganya ko aricyo kibazo. 	 I don't expect that to be the case.
 Sinizera ko yari kubyumva	 I am not sure he would have understood that
 Sinagushinja kuba udashaka kugenda. 	 I don't blame you for not wanting to go.
 Sinzi aho urya ifunguro rya nimugoroba. 	 I don't know where you eat dinner.
 Sinzi niba agenda cyangwa ahaguma. 	 I don’t know if he is going or staying.
 Ntabwo ndabyumva neza. 	 I don't understand.
 Ntakintu na kimwe nshaka kurya uyu munsi. 	 I don't want to eat anything today.
 Ntiwibagirwe ko tugomba gukora imirimo dushinzwe. 	do not forget that we have to do our responsibilities
Ntukave hano kugeza ubikoze. 	Don't leave here to do it .
sinshaka kukubona ahantu nkaha	i don't want to see you in place like this
 Ntugasige igare hanze mumvura. 	 Don't leave bicycle outside in the rain .
 Ntureke ngo ashyire ibirenge kumeza. 	 Don't let him put his feet on table .
Ntugire ubwoba. Ibanga ryawe rifite umutekano hamwe nanjye. 	Don't be afraid your Confidential has security together with me .
 Ntabwo ufite urushinge numutwe?	don't you have needle with a head ?
 Nta kindi kintu ufite cyo gukora? 	you do not have something else to do ?
 Ntabwo uzi foromaje ikozwe mumata?	 I don't to use foromaje made do you drink
 Ntutekereza ko nifuza kubikora? 	 You don't think so no i want to do it ?
 Ntushaka kubyara abana bawe bwite? 	 You don't want to to give birth children yours personal ?
 Bose ntibabishaka cyangwa ntibabishobora.	Not everyone wants it or they can't .
" Nubwo nabishaka, sinshobora kubikora."	" Although if I wanted to , I couldn't to do so ."
 Abantu bose hano bazi ko udashobora kwizera mama wawe. 	all people here they are aware that you can't trust your mother .
" Abanyamahanga barashimishije, sibyo? "	" Foreigners they are fun , aren't they ?"
 Haruki ntabwo afite amafaranga menshi hamwe na we. 	Haruki does not have much money together with him.
" Ntukamwizere, uko yaba avuga kose. "	 Don't trust him in whatever he may say
" Ntugire ubwoba, nzagaruka mbere ya cumi na kabiri. "	" Don't have fear , I will return before Yes squid no twice ."
 Ntukemere ko amahirwe nkaya agenda. 	 Don't believe it no chances are as he walks.
 Ntugakore umusozi muri molehill. 	 Don't do it the mountain in molehill.
 Ntukingure umuryango nubwo uza. 	 Don't open it family though come on
Ntukite ku byo avuga. 	Don't worry my of course he says .
 Ntukine hirya no hino usubira imuhira. 	 Don't play all around while going back home .
 Ntukine cyane nyuma yishuri. 	 Don't play very much later school .
 Ntugashyire indogobe ku ifarashi itari yo. 	 Don't post donkey my horse push yo .
 Ntugashyire amaboko yawe yumururumba kumafaranga yanjye. 	 Don't post hands yours greedy for money mine .
 Ntukavuge ikintu uzicuza nyuma. 	 Don't say something you will regret it later .
 Ntukure ikiganza cyawe mu idirishya. 	 Don't grow up hand your in the window .
 Ntumbwire ko ufite igikundiro kuri Ivani. 	 Don't tell me you have charm to Ivani .
 Ntiyigeze yireba mu ndorerwamo? 	 He never looked himself in the mirror ?
 Ntashobora guhagarika iriya nama ayoboye.	 he can't stop that meeting he is leading .
 Ntashobora guhangana n'ibihe bigoye. 	she can not struggle with difficult time
 Ntashobora kugenda nta divayi n'umunsi umwe. 	she can not walk without having a wine even one day
 Ntiyashoboraga kureka kumugirira impuhwe. 	she could not give up to have mercy on him
 Ntiyashoboraga kureka guseka urwenya rwe. 	she could not stop laughing his jokes
 Ntiyashoboraga kumwemeza amakosa ye. 	he could not be able to convice him his faults
 Ntiyagarutse mbere ya saa kumi. 	 He did not return before four .
 Ntiyagarutse kugeza saa cyenda. 	 He did not return untill three
 Ntabwo yashakaga kubabaza ibyiyumvo byawe. 	 she didn't want to hurt your emotions
 Ntabwo yitabiriye ibiganiro. 	she didn't participated the conversation
 Ntabwo yavuze umwaka yavukiyemo. 	she didn't say her born year
 Ntiyashakaga gutenguha nyina. 	 He didn't want to disappoint his mother .
 Ntabwo yifuzaga kubivugaho byinshi.	he does not want to say much on it
 sinavuga keretse mbisabwe. 	 I'm not talking unless they request .
 Ntabwo yagiye ku biro kuwa gatandatu.	he didn't go to his office on Saturday
 Ntacyo azi kubyerekeye numupira wamaguru.	he does not know anything about football
 Ntazi ibyo avuga. 	she does not know what she is saying
 Ntabwo asa numuhungu uzi ubwenge. 	he does not seem to be a clever
 Ntagaragaza ko ashishikajwe na siyansi. 	he does not seem to be interested in science
" Ntashaka ko ngenda, ariko ndashaka kuvuga. "	she don't want to let me go but I want to say
 Yatsinzwe kubera ko adafite amafaranga. 	he failed because he didn't have money
Ntiyari azi ko arwaye. 	He was not aware of his illiness .
 Yahisemo kutajya mu nama. 	 He chose not to attend meeting
 Ntabwo yishyuye igice cye cy'ubukode. 	he didn't pay his part of rent
 Ntabwo yahindutse nagato kuva namubona.	she didn't changed since I ever saw her
" Ni mwiza, ariko siwe kuri njye. "	she is good she is not the one to me
" Ntabwo ari inshuti, ahubwo ni umuntu tuziranye. "	he is not friend but familiar
 Ntabwo afite ubwenge nka murumuna we. 	he is not wise like his young brother
 Ntabwo ari igikoresho gityaye cyane muri salo. 	it is not a sharp metal in salon
 Ntabwo aramenyera ubuzima bwumujyi. 	he is not yet familialised the town's life
 Ntabwo aragaruka kumusozi	he has not yet returned
" Arasa nkumukire, ariko mubyukuri sibyo. "	he looks rich but truly he is not
 Birashoboka ko atazemera icyifuzo cyawe. 	it is possible that he won't accept your suggestion
 Yasezeranije kugaruka nyamara ntiyagaruka. 	 He promised to return however he did not .
 Yicujije kuba atarakiriye inama zanjye. 	he regreted that he didn't heard my advices
 Yavuze ko adashaka kuba perezida. 	 He said he never want to be the president .
 Asa nkaho ataciwe kubera kwigisha.	he seems to not be fired because of teaching
 Ntabwo yari amenyereye gusinzira wenyine. 	he was not familiar of sleeping alone
 Ntabwo yari azi amakosa ye. 	he was not aware of his mistakes
 Ntabwo ari umusore urabagirana kwisi. 	he is not the brightest boy on the earth
 Ubwenge bwe ntabwo bwakwemera ko ugira icyo gitekerezo gishya. 	her intelligence would not let you have that kind of new idea
 Dore ikintu tutigeze tubona mbere. 	Here's something we never seen before .
 Imyitwarire ye ntabwo ari iy'icyubahiro. 	 His behavior is not of honor .
 Icyifuzo cye ntigikwiye kuvugwa. 	his wish does not deserve to be mentioned
 Ntabwo nongeye kubiryoshya kukurusha. 	I did not made it taste like the same
Ntushobora kuguma hano igihe gito habe 	you can not stay here even a little time 
 Ntushobora kubona Tito agerageza kugufasha? 	 You can't see Titus try helping you
" Ngwino uko byagenda kose, sinzarenga ku ijambo ryanjye. "	come as good as bad I will not go beyond my word
 Ntushobora kunywa itabi muri iki cyumba?	you can't smoke in this room
 Ntabwo naguhaye icyumweru gishize? 	I didn't give you last week
 Ntiwibagirwe kunsanganira kuri sitasiyo. 	 Don't forget to meet me at station
 Ntugaterere ikintu cyose mumadirishya. 	 never throw everything in windows .
 Abaganga barahiriye imbere ya nyakubahwa perezida wa repubulika	The doctors were sworn in before His Excellency the President of the Republic
 Ntubaze john ntakintu na kimwe abiziho. 	 Don't ask john anything because he does not know anything.
 Ntutinye kwizera ubushishozi bwawe. 	 Don't be afraid of trusting your experience
 Ntukamugore cyane. Yashakaga kuvuga neza. 	 Don't bother very much . He wanted to speak well .
 Ntukarume ibirenze ibyo ushobora gukora. 	 Don't be silly more than you can do .
 Ntugereranye abana bawe nabandi. 	 Don't compare children yours and others .
 Ntukamuhungabanye mugihe asinziriye. 	 Don't disturb him while asleep 
 Ntugakore ikintu cyubupfu mugihe nagiye. 	 Don't do it something of stupidity in time i went
 Ntukarye ingurube utabanje kuyiteka. 	 never eat a pig without cooking it first .
 Ntukinjire mucyumba nta ruhushya wahawe sibyiza. 	never enter in the room without permision
 Ntiwibagirwe kubaza ibibazo bikurikirana. 	 Don't forget to ask the continiously problems
 Ntiwibagirwe gushyira umubare hagati yinyuguti	never forget to put the number between the vowels
 Ntiwibagirwe kubishyira kuri gahunda yawe. 	 Don't forget to put it to your plans .
 Ntiwibagirwe kumbona ejo mugitondo. 	 Don't forget to see me tomorrow morning .
Sinzi neza uko navuga ijambo munama yabantu banduta mumyaka.	I don not know how I can deliver a speech in the meeting of oldest people
 Mbabajwe nuko ntashobora kujyana na we. 	I am anrgy of not being able to go with you
 Ndasaba imbabazi kuba ntasubije ako kanya. 	I do appologize of not replying immediately
 Nizera ko abahamwa n'icyaha bose badahita bababarirwa 	I am sure that those who ever accused by sins do not be pardoned
 Sinshobora kwizera ko yankoreye ibyo byose utabizi	I can not trust that did that to me without letting you knowing
 Ntabwo nizera ko ibi bitubaho biri mumupango w'Imana	 I don't believe that what is happening to us is plan of God
 Sinshobora kwizera ko wankorera ibyo nkumuntu twabanye	I can not trust that you can do that to me as long as we grow up together
 Sinshobora kwizera ko unkorera ibi bikuvuye kumutima	 I can't believe that you may do this to me from your heart 
 Ntabwo nemera ko ubigizemo uruhare. 	 I don't I believe no you do it role .
 Ntabwo nshobora kwizana 	I can not come alone
 Sinshobora guhitamo imyenda ngomba kugura. 	I can not choose the clothes to wear
 Ntabwo nshobora gukora nta kote mu gihe cy'itumba. 	 I can not do without a rain coat in winter season
 Nukuri sinshobora no kwibuka izina rye nararyibagiwe	truly i can't even remember his name I forgot it
 Ntabwo nshobora gusobanura ibyo ntumva birushaho kungora cyane.	 I can not explain what I don't understand it complicates me.
 Sinshobora kubibona kuberako ndwaye amaso.	 I can't see it because i am sick of eyes .
 Ntabwo nshobora kubona umuntu umbwira ikintu na kimwe. 	 I can not even see person tell me something no the same .
 Ntabwo nabura kumva nduhutse gato. 	I can not at least feel that I am relaxed
 Sinshobora kwiyumvisha uko byari kumera. 	 I can't understand the way it should be .
 Sinshobora kwiyumvisha 	I can not even understand my self
 Sinshobora gukurikirana ingengo yimari yumuryango.	 I can't monitor budget finance of the family .
 Ntabwo nshobora kugenda kugeza akazi karangiye. 	 I can not leave untill the work is over.
 Sinshobora kumenya icyo umugabo avuga. 	 I can't to know what a man is saying
 Ntabwo nshobora kwigira ikintu ntari cyo. 	 I can not learn something that I am not of
 Ntabwo nshobora kwihanganira ibitutsi byawe nshuti yange. 	 I can not tolerate your insults my dear-friend.
mubyukuri ndashaka kubaho no kugira umuryango. 	actually I want to live and have a family.
Guverinoma ntizigomba kuba mu bucuruzi bwo gushyiraho amategeko. 	The government should not be in the business of legislating.
"Iyo atamfasha, ntabwo nashoboraga kurangiza raporo. "	"Without his help, I would not have been able to complete the report."
"Ntabwo yatangaje ayo makuru, yewe nta nubwo yababajwe n’iyicarubozo ryamukorewe. "	"He did not disclose the information, nor did he regret the incident happened to him"
"Ntabwo yakundaga akazi ke, ariko yari afite ideni ry'inzu ye nshya. "	"He did not like his job, but he had a new debt of his new home."
Nta kintu na kimwe akora kuva arangije amashuri yisumbuye. 	He has not done anything since graduating from high school.
Ni umuhanga mu bya fiziki uzwi cyane mu Buyapani gusa no ku isi yose. 	He is a well-known physicist in Japan but aslo all over the world.
Agomba kuba yari asinziriye kubera ko atitabye telefoni. 	He must have been asleep because he didn't answer the phone.
Asa nkaho atazi amakimbirane hagati ya data na njye. 	He seems to be unaware of the conflict between my father and me.
Ni kangahe nakubwiye ko udakundana n'abasore nka john? 	How many times have I told you that you don't date guys like john?
Sinshobora kuzana urwitwazo rwiza rwo gutinda kwa muganga w'amenyo. 	I can't come up with a good excuse for a dentist's delay.
Sinshobora kubona ibirahure byanjye. Nshobora kuba narabasize inyuma muri gari ya moshi. 	I can't find my glasses. I may have left them behind in the train.
"Ntabwo naraye nsinziriye, nuko mfata icyemezo cyo kureba firime iteye ubwoba. "	"I couldn't sleep at night, so I decided to watch a horror movie."
"Ntabwo nari niteze gutsinda, ariko hari ukuntu nashoboye kubitwara. "	"I wasn’t expecting to win, but somehow I was able to handle it."
"Sinari nzi uwabikoze, ariko amaherezo namenye uwo ari we. "	"I didn’t know who did it, but I finally found out who he was."
Sinigeze menya ko ubuzima bwo muri Ositaraliya bwari hejuru cyane. 	I never knew that Australian life was high standarized
"Ijoro ryakeye ntabwo nasinziriye neza, ku buryo nta mbaraga nyinshi uyu munsi mfite. "	"Last night I didn't sleep well, so I don't have much energy today."
"Sinzi igihe azazira, ariko igihe nikigera, azakora ibishoboka byose. "	"I don't know when he will come, but when the time comes, he will do his best."
Sinzi Sinzi impamvu byantwaye igihe kinini kugirango ndenge imbeho iki gihe. 	I don’t know why it took me so long to get over the cold today.
Gusa ntibyaba byiza tutagiye mumihango yo gutanga impamyabumenyi. 	It would be better if we did not attend the graduation ceremony.
Ntabwo ari byiza kwirukana karasira utamuhaye umushahara wo kwirukanwa. 	It's not okay to get fired without paying for your divorce.
Ntabwo buri gihe byoroshye kuvuga itandukaniro riri hagati yicyiza n'ikibi. 	It is not always easy to tell the difference between good and evil.
